"message_id","message","message_utc","from_id","date","time"
"25543","🟢 O lançamento foi adiado por motivo das corretoras não liberar o capital para colocar a liquidez na CNA  se prepara para semana q vem domingo as 20;00 horas de Brasília 🟢","2022-12-15 12:31:38","","2022-12-15","12:31:38"
