"message_id","message","message_utc","from_id","date","time"
"8927","PETISTA QUE SE PASSOU POR BOLSONARISTA DURANTE CAMPANHA É DESMASCARADA 
https://www.jornaldacidadeonline.com.br/noticias/44155/petista-que-se-passou-por-bolsonarista-durante-campanha-e-desmascarada 
O “vale tudo” para tomar o poder...

Coube ao deputado André Janones coordenar uma equipe que apelou para baixarias, táticas rasteiras e disseminação de fake news.
Muitas das notícias falsas que varreram as redes sociais com ataques ao candidato do PL foram produzidas por uma equipe de jovens militantes. Uma delas, a streamer Marina Mamedes, que mora no interior de Minas Gerais, tem 32 anos e gravou o famoso vídeo em que se passava por uma bolsonarista arrependida.

Agora eles passaram para o nível 3, criaram diversos grupos e canais pra disseminar ódio e dividir os adversários do Alexandre de Moraes,  observem quem tem atacado os alvos do Ditador. 😏","2022-12-01 17:43:31","1286912252.0","2022-12-01","17:43:31"
"8908","Se é meme não sei, só sei que gostei.😂


Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 00:02:20","1286912252.0","2022-12-01","00:02:20"
"8926","https://youtube.com/shorts/GS7ARlOQyLo?feature=share","2022-12-01 15:26:21","1570367699.0","2022-12-01","15:26:21"
"8910","""Frouxo e covarde.😁
Preso em flagrante por crime de tortura e impixado, ou impixado e preso depois."" 

Prefiro a primeira opção. 
😁😁😁😁

GLO


Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 00:08:00","1286912252.0","2022-12-01","00:08:00"
"8911","Deputado Daniel Silveira, mais uma vez,  denuncia ingerências do Judiciário no Legislativo.

- Segundo ele, Arthur Lira, atual Presidente da Câmara, o pressionou para receber intimação de Alexandre de Moraes, pois a negativa estava prejudicando Lira em seus processos no STF.

- Também acusou que a manutenção de sua prisão foi usada como moeda de troca para a liberação das emendas de relator, o famoso “orçamento secreto”, pela Ministra Rosa Weber, que estava julgando o caso no STF.

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 00:10:55","1286912252.0","2022-12-01","00:10:55"
"8913","Marqueteiro do Presidente Bolsonaro afirma ter recado do Presidente. 

https://www.instagram.com/tv/ClHiWBNJJd7/?igshid=MDJmNzVkMjY=

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 00:43:44","1286912252.0","2022-12-01","00:43:44"
"8915","Quando Dr Sebastião Coelho pediu aposentadoria antecipada,  eu o julguei como um covarde, mas agora entendo que ele teve um ato de coragem, agora está livre pra lutar pelo Brasil. 
Obrigada 🙏
A coragem dele nos dá ânimo!


Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 01:19:02","1286912252.0","2022-12-01","01:19:02"
"8919","BOMBA: Elon Musk diz que o Twitter interferiu nas eleições dos EUA ☛ https://terrabrasilnoticias.com/2022/11/bomba-elon-musk-diz-que-twitter-interferiu-nas-eleicoes-dos-eua/

Se interferiu lá,  quem garante que não interferiu aqui no Brasil e outros países onde a esquerda ganhou???","2022-12-01 10:45:04","1286912252.0","2022-12-01","10:45:04"
"8920","A esquerda quer criar a lei do assédio ideológico, se aprovada, quem vcs acham que seria condenado?
O eleitor ou o político que mandou ele TNC???

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 13:16:44","1286912252.0","2022-12-01","13:16:44"
"8921","https://youtu.be/R6Zia_Untt8

🚨AO VIVO🚨

Presidente Bolsonaro  participa de solenidade de promoção de Oficiais-Generais em Brasília.
Será que ele vai falar??? 👀

🚨Prestem atenção num detalhe importante, mesmo não ocupando nenhum cargo no governo, o General Braga Neto tem participado das solenidades e reuniões ao lado do Presidente Bolsonaro 👀

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 13:22:46","1286912252.0","2022-12-01","13:22:46"
"8923","🚨ATENÇÃO 🚨

👀🚨👀🚨👀

Assistam com atenção. 
Um alerta sobre o perigo que está nos rodeando. 
É hora de se levantar!
É hora de se levantar!
Não fiquem em casa compartilhando conteúdos que são cortina de fumaça. 
É hora de sair do conforto!
Pois amanhã poderá ser tarde demais. 


https://youtu.be/-L7KQcJunQg","2022-12-01 14:02:18","1286912252.0","2022-12-01","14:02:18"
"8924","Esse é o momento de pessoas corajosas lutarem por suas liberdades. 

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 14:02:32","1286912252.0","2022-12-01","14:02:32"
"8928","Não vejo a hora de ver as trevas se dissipando e a Luz Divina nos iluminar!

🇧🇷🇧🇷🇧🇷🇧🇷

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛","2022-12-01 17:56:14","1286912252.0","2022-12-01","17:56:14"
"8929","Entenderam o motivo do silêncio?

A mim parece que a esquerda mordeu a isca, mais uma vez.

Siga no Telegram 👇 

┏━━. • ° 🦋° •. ━━┓
    @olhosvivos   👀
┗━━ .• ° 🦋° •. ━━┛


🚨🚨🚨🚨🚨🚨🚨🚨
⚠️⚠️⚠️⚠️⚠️⚠️⚠️⚠️","2022-12-01 19:38:42","1286912252.0","2022-12-01","19:38:42"
"8942","https://youtu.be/YJdUWL2v0pE","2022-12-01 21:18:07","1286912252.0","2022-12-01","21:18:07"
"8945","Papai Noel está chegando!!
Hohoho 🎄🔥🇧🇷","2022-12-01 22:44:15","1286912252.0","2022-12-01","22:44:15"
"8947","🤔🤔🤔","2022-12-01 23:27:44","1286912252.0","2022-12-01","23:27:44"
